"Bulletin","Year","Region","Lat","Lon","Coverage"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"AP Trento",46.0804746,10.9644626,"67.7"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Veneto",45.7301202,10.5426991,"70.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Friuli-Venezia Giulia",46.11346,12.4604417,"96.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Liguria",44.2124269,7.4637219,"84.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Emilia-Romagna",44.4298739,9.6574873,"67.7"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Tuscany",43.3495951,9.709716,"74.6"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Umbria",42.9900108,11.918603,"81.4"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Marche",43.322943,11.7315879,"28.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Lazio",41.8062293,11.4191585,"25.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Abruzzo",42.2877212,13.2413182,"14.6"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Molise",41.7160373,13.8918531,"40.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Campania",40.7435368,13.4649019,"45.4"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Apulia",41.002651,15.4078679,"29.4"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Basilicata",40.5165326,15.4416405,"62.5"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Calabria",39.0245459,15.0986956,"11.6"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Sicily",37.1276581,11.1480278,"56.6"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Sardinia",40.0562432,7.6595306,"0.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2020.pdf",2020,"Italy",40.8195235,2.1157285,"47.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Piedmont",45.2564901,6.6012108,"36.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Aosta Valley",45.7272929,7.040516,"97.1"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Lombardy",45.6518179,8.435073,"55.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"AP Bolzano",46.4892883,11.305958,"99.4"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"AP Trento",46.0804746,10.9644626,"93.7"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Veneto",45.7301202,10.5426991,"78.1"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Friuli-Venezia Giulia",46.11346,12.4604417,"68.2"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Liguria",44.2124269,7.4637219,"93.7"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Emilia-Romagna",44.4298739,9.6574873,"95.1"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Tuscany",43.3495951,9.709716,"92.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Umbria",42.9900108,11.918603,"92.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Marche",43.322943,11.7315879,"36.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Lazio",41.8062293,11.4191585,"31.4"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Abruzzo",42.2877212,13.2413182,"23.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Molise",41.7160373,13.8918531,"48.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Campania",40.7435368,13.4649019,"0.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Apulia",41.002651,15.4078679,"40.1"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Basilicata",40.5165326,15.4416405,"75.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Calabria",39.0245459,15.0986956,"20.7"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Sicily",37.1276581,11.1480278,"64.4"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Sardinia",40.0562432,7.6595306,"18.2"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2021.pdf",2021,"Italy",40.8195235,2.1157285,"55.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Piedmont",45.2564901,6.6012108,"37.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Aosta Valley",45.7272929,7.040516,"88.1"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Lombardy",45.6518179,8.435073,"56.1"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"AP Bolzano",46.4892883,11.305958,"100.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"AP Trento",46.0804746,10.9644626,"65.4"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Veneto",45.7301202,10.5426991,"76.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Friuli-Venezia Giulia",46.11346,12.4604417,"100.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Liguria",44.2124269,7.4637219,"93.2"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Emilia-Romagna",44.4298739,9.6574873,"97.7"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Tuscany",43.3495951,9.709716,"94.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Umbria",42.9900108,11.918603,"91.2"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Marche",43.322943,11.7315879,"34.7"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Lazio",41.8062293,11.4191585,"45.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Abruzzo",42.2877212,13.2413182,"38.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Molise",41.7160373,13.8918531,"41.6"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Campania",40.7435368,13.4649019,"52.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Apulia",41.002651,15.4078679,"40.9"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Basilicata",40.5165326,15.4416405,"84.0"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Calabria",39.0245459,15.0986956,"27.5"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Sicily",37.1276581,11.1480278,"59.6"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Sardinia",40.0562432,7.6595306,"34.3"
"https://github.com/fbranda/amr/blob/main/bulletins/Italy/AR-ISS/AMR_AR_ISS_2022.pdf",2022,"Italy",40.8195235,2.1157285,"61.7"
