"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Pseudomonas aeruginosa",2673,27
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Pseudomonas aeruginosa",2673,2
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Pseudomonas aeruginosa",2673,68
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Staphylococcus aureus",9004,4
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Staphylococcus aureus",9004,41
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Staphylococcus aureus",9004,3
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Staphylococcus aureus",9004,51
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Streptococcus pneumoniae",3888,5
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Streptococcus pneumoniae",3888,40
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Streptococcus pneumoniae",3888,2
2017,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Streptococcus pneumoniae",3888,53
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Acinetobacter spp.",682,12
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Acinetobacter spp.",682,41
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Acinetobacter spp.",682,6
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Acinetobacter spp.",682,41
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Escherichia coli",29558,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Escherichia coli",29558,25
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Escherichia coli",29558,1
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Escherichia coli",29558,72
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecalis",2608,7
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecalis",2608,28
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecalis",2608,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecalis",2608,64
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecium",2488,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecium",2488,37
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecium",2488,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecium",2488,59
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Klebsiella pneumoniae",5302,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Klebsiella pneumoniae",5302,30
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Klebsiella pneumoniae",5302,1
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Klebsiella pneumoniae",5302,67
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Pseudomonas aeruginosa",2575,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Pseudomonas aeruginosa",2575,27
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Pseudomonas aeruginosa",2575,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Pseudomonas aeruginosa",2575,69
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Staphylococcus aureus",8562,4
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Staphylococcus aureus",8562,41
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Staphylococcus aureus",8562,4
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Staphylococcus aureus",8562,52
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Streptococcus pneumoniae",4066,5
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Streptococcus pneumoniae",4066,39
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Streptococcus pneumoniae",4066,2
2018,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Streptococcus pneumoniae",4066,54
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Acinetobacter spp.",743,12
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Acinetobacter spp.",743,38
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Acinetobacter spp.",743,7
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Acinetobacter spp.",743,41
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Escherichia coli",30225,2
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Escherichia coli",30225,23
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Escherichia coli",30225,1
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Escherichia coli",30225,69
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecalis",2681,7
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecalis",2681,26
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecalis",2681,2
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecalis",2681,61
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecium",2473,2
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecium",2473,33
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecium",2473,2
