"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"0_4","Acinetobacter spp.",49,90
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"20_64","Acinetobacter spp.",49,6
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"5_19","Acinetobacter spp.",49,0
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,">= 65","Acinetobacter spp.",49,4
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"0_4","Escherichia coli",23,30
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"20_64","Escherichia coli",23,48
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"5_19","Escherichia coli",23,4
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,">= 65","Escherichia coli",23,17
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"0_4","Enterococcus faecalis",12,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"20_64","Enterococcus faecalis",12,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"5_19","Enterococcus faecalis",12,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,">= 65","Enterococcus faecalis",12,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"0_4","Enterococcus faecium",4,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"20_64","Enterococcus faecium",4,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"5_19","Enterococcus faecium",4,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,">= 65","Enterococcus faecium",4,NA
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"0_4","Klebsiella pneumoniae",34,100
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"20_64","Klebsiella pneumoniae",34,0
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,"5_19","Klebsiella pneumoniae",34,0
2014,"Kosovo","KOS",NA,42.5571195,19.5827363,">= 65","Klebsiella pneumoniae",34,0
