"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2013,"Serbia","SRB",688,44.1050751,15.8991652,"0_4","Acinetobacter spp.",392,14
2013,"Serbia","SRB",688,44.1050751,15.8991652,"20_64","Acinetobacter spp.",392,57
2013,"Serbia","SRB",688,44.1050751,15.8991652,"5_19","Acinetobacter spp.",392,4
2013,"Serbia","SRB",688,44.1050751,15.8991652,">= 65","Acinetobacter spp.",392,26
2013,"Serbia","SRB",688,44.1050751,15.8991652,"0_4","Escherichia coli",199,12
2013,"Serbia","SRB",688,44.1050751,15.8991652,"20_64","Escherichia coli",199,47
2013,"Serbia","SRB",688,44.1050751,15.8991652,"5_19","Escherichia coli",199,11
2013,"Serbia","SRB",688,44.1050751,15.8991652,">= 65","Escherichia coli",199,31
2013,"Serbia","SRB",688,44.1050751,15.8991652,"0_4","Enterococcus faecalis",82,12
2013,"Serbia","SRB",688,44.1050751,15.8991652,"20_64","Enterococcus faecalis",82,52
2013,"Serbia","SRB",688,44.1050751,15.8991652,"5_19","Enterococcus faecalis",82,2
2013,"Serbia","SRB",688,44.1050751,15.8991652,">= 65","Enterococcus faecalis",82,33
2013,"Serbia","SRB",688,44.1050751,15.8991652,"0_4","Enterococcus faecium",72,17
2013,"Serbia","SRB",688,44.1050751,15.8991652,"20_64","Enterococcus faecium",72,46
2013,"Serbia","SRB",688,44.1050751,15.8991652,"5_19","Enterococcus faecium",72,6
2013,"Serbia","SRB",688,44.1050751,15.8991652,">= 65","Enterococcus faecium",72,32
2013,"Serbia","SRB",688,44.1050751,15.8991652,"0_4","Klebsiella pneumoniae",307,17
2013,"Serbia","SRB",688,44.1050751,15.8991652,"20_64","Klebsiella pneumoniae",307,47
2013,"Serbia","SRB",688,44.1050751,15.8991652,"5_19","Klebsiella pneumoniae",307,8
2013,"Serbia","SRB",688,44.1050751,15.8991652,">= 65","Klebsiella pneumoniae",307,27
2013,"Serbia","SRB",688,44.1050751,15.8991652,"0_4","Pseudomonas aeruginosa",109,9
2013,"Serbia","SRB",688,44.1050751,15.8991652,"20_64","Pseudomonas aeruginosa",109,53
